,date,event,myScore,opponent,place,player,result,theirScore,winnings
853,2010-11-04,2010 Sony Ericsson StarCraft II Open Season 2,1.0,MarineKing,3 - 4th,RainBOw,0.0,4.0,8900.0
854,2010-10-02,2010 TG Sambo Intel StarCraft II Open Season 1,1.0,FruitDealer,2nd,RainBOw,0.0,4.0,25700.0
855,2012-02-11,IEM Season VI - Global Challenge Sao Paulo,0.0,Ret,4th,ReaL,0.0,3.0,1250.0
856,2012-01-08,HomeStory Cup IV,2.0,Sound,5 - 6th,ReaL,0.0,3.0,300.0
857,2011-02-12,Assembly Tournament: Steelseries Challenge,1.0,Ret,2nd,MorroW,0.0,3.0,1825.0
858,2010-08-22,IEM Season V - Global Challenge Cologne,3.0,IdrA,1st,MorroW,1.0,1.0,5000.0
859,2011-10-04,IEM Season VI - Global Challenge Guangzhou,1.0,PuMa,4th,HasuObs,0.0,3.0,1250.0
860,2011-05-14,PokerStrategy.com TSL3,2.0,Kas,4th,HasuObs,0.0,4.0,1500.0
861,2011-04-03,2011 MLG Pro Circuit Dallas,0.0,KiWiKaKi,3rd,SeleCT,0.0,2.0,2000.0
862,2010-10-16,2010 MLG Pro Circuit Washington D.C.,0.0,IdrA,2nd,SeleCT,0.0,2.0,1500.0
863,2010-10-10,IEM Season V - American Championships,2.0,HuK,4th,Drewbie,0.0,3.0,800.0
864,2012-11-16,2012 Global StarCraft II League Season 5: Code A,1.0,Jaedong,41 - 64th,Sirius,0.0,2.0,372.0
865,2012-10-18,2012 Global StarCraft II League Season 4: Code A,0.0,Sniper,13 - 24th,Sirius,0.0,2.0,724.0
866,2010-10-18,2010 Sony Ericsson StarCraft II Open Season 2,0.0,Genius,33 - 64th,Sirius,0.0,2.0,267.0
867,2012-12-22,HomeStory Cup VI,3.0,Stephano,3rd,XlorD,1.0,2.0,3000.0
868,2012-11-03,Electronic Sports World Cup 2012,1.0,Stephano,4th,NeOAnGeL,0.0,2.0,0.0
869,2013-10-06,2013 WCS Season 3 Europe/Premier,0.0,MMA,3 - 4th,VortiX,0.0,3.0,7000.0
870,2012-11-25,IEM Season VII - Singapore,2.0,Sting,3 - 4th,VortiX,0.0,3.0,1700.0
871,2012-09-16,2012 StarCraft II WCS: Europe Finals,2.0,Stephano,2nd,VortiX,0.0,3.0,9000.0
872,2012-08-19,IEM Season VII - Cologne,1.0,Mvp,3 - 4th,VortiX,0.0,3.0,1700.0
873,2011-08-05,ASUS ROG Summer 2011,0.0,Stephano,4th,Brat_OK,0.0,3.0,1428.0
874,2011-03-05,IEM Season V - World Championship,3.0,Moon,1st,AcE,1.0,2.0,13000.0
875,2011-03-05,IEM Season V - World Championship,2.0,Squirtle,4th,mOOnGLaDe,0.0,3.0,2500.0
876,2011-01-23,IEM Season V - European Championships Finals,1.0,DeMusliM,4th,Tarson,0.0,3.0,1200.0
877,2010-08-22,IEM Season V - Global Challenge Cologne,1.0,DIMAGA,4th,Tarson,0.0,3.0,900.0
878,2012-01-08,HomeStory Cup IV,3.0,viOLet,3rd,JYP,1.0,1.0,2000.0
879,2011-07-18,2011 Global StarCraft II League July: Code A,4.0,Tassadar,1st,Puzzle,1.0,2.0,1400.0
880,2010-10-10,IEM Season V - American Championships,1.0,Fenix,2nd,qxc,0.0,3.0,2000.0
881,2013-06-17,DreamHack Open Summer 2013,0.0,StarDust,3 - 4th,SjoW,0.0,2.0,3094.0
882,2011-01-23,IEM Season V - European Championships Finals,3.0,White-Ra,1st,SjoW,1.0,1.0,7500.0
883,2012-09-08,TeamLiquid StarLeague 4,4.0,Sting,3rd,KeeN,1.0,0.0,3000.0
884,2011-05-04,2011 LG Cinema 3D Global StarCraft II League May: Code A,1.0,Mvp,3 - 4th,KeeN,0.0,3.0,740.0
885,2011-07-12,2011 Global StarCraft II League July: Code S,0.0,NesTea,9 - 16th,Ensnare,0.0,2.0,1850.0
886,2010-10-28,2010 Sony Ericsson StarCraft II Open Season 2,1.0,Kyrix,9 - 16th,Ensnare,0.0,2.0,1780.0
887,2010-09-30,2010 TG Sambo Intel StarCraft II Open Season 1,1.0,RainBOw,3 - 4th,Ensnare,0.0,3.0,8600.0
888,2011-10-16,2011 MLG Pro Circuit Orlando,1.0,MC,4th,IdrA,0.0,2.0,1400.0
889,2011-10-04,IEM Season VI - Global Challenge Guangzhou,3.0,elfi,1st,IdrA,1.0,1.0,6500.0
890,2011-06-05,2011 MLG Pro Circuit Columbus,2.0,MC,4th,IdrA,0.0,4.0,1400.0
891,2010-10-16,2010 MLG Pro Circuit Washington D.C.,2.0,SeleCT,1st,IdrA,1.0,0.0,2500.0
892,2010-08-22,IEM Season V - Global Challenge Cologne,1.0,MorroW,2nd,IdrA,0.0,3.0,2500.0
893,2012-01-22,IEM Season VI - Global Challenge Kiev,3.0,Zenio,3rd,Kas,1.0,2.0,1750.0
894,2011-12-11,WCG 2011,2.0,TitaN,3rd,Kas,1.0,0.0,2000.0
895,2011-05-14,PokerStrategy.com TSL3,4.0,HasuObs,3rd,Kas,1.0,2.0,3000.0
896,2011-01-23,IEM Season V - European Championships Finals,3.0,Tarson,3rd,DeMusliM,1.0,1.0,1800.0
897,2011-03-05,2011 2nd Generation Intel® Core™ Global StarCraft II League March: Code S,0.0,anypro,9 - 16th,Kyrix,0.0,2.0,1780.0
898,2010-11-01,2010 Sony Ericsson StarCraft II Open Season 2,2.0,MarineKing,5 - 8th,Kyrix,0.0,3.0,3560.0
899,2011-10-04,IEM Season VI - Global Challenge Guangzhou,1.0,IdrA,2nd,elfi,0.0,3.0,3300.0
900,2012-03-01,2012 Global StarCraft II League Season 1: Code A,2.0,sC,1 - 12th,Zenio,1.0,0.0,895.0
901,2012-01-22,IEM Season VI - Global Challenge Kiev,2.0,Kas,4th,Zenio,0.0,3.0,1250.0
902,2011-12-11,WCG 2011,0.0,Kas,4th,TitaN,0.0,2.0,0.0
903,2011-04-02,2011 LG Cinema 3D World Championship Seoul,0.0,MC,5 - 8th,anypro,0.0,3.0,4490.0
904,2011-03-12,2011 2nd Generation Intel® Core™ Global StarCraft II League March: Code S,1.0,July,3 - 4th,anypro,0.0,3.0,4450.0
905,2011-05-07,2011 LG Cinema 3D Global StarCraft II League May: Code S,2.0,NesTea,3 - 4th,sC,0.0,3.0,4600.0
906,2011-01-20,2011 Sony Ericsson Global StarCraft II League January: Code A,1.0,TOP,3 - 4th,sC,0.0,2.0,717.0
